Number,Lemma,PoS,reason,tikhonov_roots_raw,deterministic_roots,kuznetsova_homonym_candidates,notes,roots
761,антидопинговый,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
762,антизападный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
763,антиимпериалистический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
768,антикоммунист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
770,антиконституционный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
772,антикоррозионный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
773,антикоррупционный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
774,антикризисный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
775,антикрыло,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
779,антимонопольный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
783,антинациональный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
786,антиоксидант,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
787,антиоксидантный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
788,антиохийский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
789,антипартийный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
791,антипод,s,lemma_level_conflict,под,,,Root-level mapping escalated под to lemma-level conflict,
793,антипробуксовочный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
794,антирабический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
795,антирелигиозный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
796,антироссийский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
797,антирусский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
798,антисанитария,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
799,антисанитарный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
803,антисептик,s,lemma_level_conflict,септ,,,Root-level mapping escalated септ to lemma-level conflict,
804,антисептический,a,lemma_level_conflict,септ,,,Root-level mapping escalated септ to lemma-level conflict,
805,антисоветский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
806,антисоветчик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
808,антисоциальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
809,антисталинист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
812,антитело,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
813,антитеррор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
814,антитеррористический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
820,антихрист,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
821,антихристианский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
822,антицеллюлитный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
823,античастица,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
826,антология,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
828,антоновский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
829,антракт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
830,антрацит,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
834,антресоли,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
835,антропный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
840,антропоморфный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
842,анус,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
843,анфас,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
844,анфилада,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
845,анчар,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
846,анчоус,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
848,анютин,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
855,апач,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
856,апеллировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
857,апелляционный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
859,апельсин,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
861,апеннинский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
862,аперитив,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
863,апертура,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
864,апикальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
868,апогей,s,lemma_level_conflict,"апо,гей",гей,,Root-level mapping escalated апо to lemma-level conflict,
876,апологет,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
878,апологетический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
880,апоптоз,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
884,аппарат,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
886,аппаратно-программный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
889,аппаратурный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
890,аппаратчик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
894,аппетитно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
896,аппликация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
897,аппроксимация,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
900,априори,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
901,априорно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
902,априорный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
913,ара,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
915,арабидопсис,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
916,арабо-израильский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
920,аральский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
929,арбатский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
930,арбидол,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
933,арбитражно-процессуальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
935,арбовирус,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
939,аргентинец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
941,арго,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
942,аргон,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
946,аргументированно,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
948,аргументировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
949,аргунский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
951,ареал,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
955,арендный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
957,арендодатель,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
967,ариец,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
968,арий,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
971,аристократизм,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
975,аристократка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
976,аристотелевский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
978,арифметика,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
979,арифметический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
980,арифмометр,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
982,арка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
984,аркадия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
986,арктический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
988,арлекино,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
990,арманьяк,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
991,арматура,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
992,арматурный,a,lemma_level_conflict,арм,,,Root-level mapping escalated арм to lemma-level conflict,
995,армирование,s,lemma_level_conflict,арм,,,Root-level mapping escalated арм to lemma-level conflict,
996,армированный,a,lemma_level_conflict,арм,,,Root-level mapping escalated арм to lemma-level conflict,
997,армировать,v,lemma_level_conflict,арм,,,Root-level mapping escalated арм to lemma-level conflict,
1000,армянин,s,lemma_level_conflict,арм,,,Root-level mapping escalated арм to lemma-level conflict,
1001,армянка,s,lemma_level_conflict,арм,,,Root-level mapping escalated арм to lemma-level conflict,
1002,армянский,a,lemma_level_conflict,арм,,,Root-level mapping escalated арм to lemma-level conflict,
1004,ароматерапия,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1005,ароматизатор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1007,ароматный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1008,арочный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1010,арсенальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1011,арт,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1013,арт-директор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1014,артезианский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1018,артериальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1029,артистическая,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1030,артистически,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1032,артистично,adv,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1033,артистичность,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1035,артистка,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1041,архаика,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1044,архангел,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1045,архангельский,a,lemma_level_conflict,"арх,ангель",ангел,,Root-level mapping escalated арх to lemma-level conflict,
1047,археологический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1048,археология,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1049,архетип,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1050,архетипический,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1052,архивариус,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1054,архивный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1055,архиепископ,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1056,архиерей,s,lemma_level_conflict,"арх,иерей",иерей,,Root-level mapping escalated арх to lemma-level conflict,
1057,архиерейский,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1059,архипастырский,a,lemma_level_conflict,"паст,ыр",паст,,Root-level mapping escalated ыр to lemma-level conflict,
1062,архистратиг,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1063,архитектоника,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1064,архитектор,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1065,архитектура,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1068,архитектурный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1071,арык,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1073,ас,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1074,асана,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1075,асбест,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1079,асинхронный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1080,аскеза,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1087,асоциальный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1088,аспект,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1089,аспид,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1096,ассамблея,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1097,ассасин,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1101,ассигновать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1102,ассимилировать,v,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1104,ассимиляция,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1110,ассорти,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1112,ассортиментный,a,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1118,астероид,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1120,астматик,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
1123,астрал,s,missing_in_both,,,,No lemma in either Kuznetsova or Tikhonov,
