tikhonov_root,auto_candidates,resolution_kind,resolved_root,resolved_canonical_root,kuznetsova_homonym_candidates,notes
анархи,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анатом,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анатоми,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анафем,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анафилакси,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анафилакт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анафор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анахорет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анаш,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ангаж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ангел,ангел,deterministic,ангел,ангел,,
ангель,ангел,deterministic,ангел,ангел,,
анги,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ангий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ангин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
англ,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
англи,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
англий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
англик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
англиц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ангор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ангстрем,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
андалуз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
андант,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
андез,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анди,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
андий,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
андр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анекдот,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анем,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анеми,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анестез,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анестези,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анестет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анил,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анилин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аним,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анимал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анимальн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анис,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анкер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анкет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анклав,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аннал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аннекс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аннекси,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аннон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аннот,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аннул,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анод,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аномали,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аномаль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анонс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ансамбль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ант,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антагон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антен,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антенн,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анти,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антикв,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антиквар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антилоп,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антимон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антицип,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антич,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антолог,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антракт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антрац,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антрекот,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антрепренер,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антреприз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антроп,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
антураж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
анчоус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аншеф,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аншлаг,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аншлюс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ань,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аорист,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аорт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апартамент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апартеид,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апач,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апелл,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апельсин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аплод,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апломб,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апо,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апокалипс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апокалипсис,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апокалипт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апокрин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апокриф,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аполог,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апологи,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апоплекс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апоплекси,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апоплект,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апорт,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апостериор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апостол,апостол,deterministic,апостол,апостол,,
апостоль,апостол,deterministic,апостол,апостол,,
апостроф,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апофегм,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апофем,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апофеоз,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аппарат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аппарель,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аппендикс,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аппендиц,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апперцепци,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апперцип,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аппетит,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апплик,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аппозици,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аппрет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апрель,апрел,deterministic,апрел,апрел,,
априор,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апроб,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
апсид,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аптек,аптек,deterministic,аптек,аптек,,
аптеч,аптеч,deterministic,аптеч,аптек,,
ар,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
араб,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арабеск,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арабесоч,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арав,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арак,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аракчеев,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арали,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арамей,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аранж,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арап,арап,deterministic,арап,арап,,
арат,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арахид,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арахис,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арб,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арбалет,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арбитр,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арбуз,арбуз,deterministic,арбуз,арбуз,,
аргал,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аргамак,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аргент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аргентин,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арго,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аргон,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аргумент,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аргус,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ард,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ареа,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ареаль,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арен,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
аренд,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
арео,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
ареол,,needs_root_mapping,,,,No confirmed automatic mapping to a Kuznetsova root
