Number,Lemma,PoS,IPM,R,D,Doc,root,root_IPM,imageability,emotional_valence,is_profane
38359,сдаваться,v,18.0,99,95,973,да-1,4479.3,3,2,0
17390,лежать,v,318.1,100,94,5232,лаг,4386.6,4,3,0
30455,положение,s,268.2,100,92,7742,лаг,4386.6,2,3,0
32070,предложить,v,201.2,100,97,6811,лаг,4386.6,2,4,0
30461,положить,v,158.1,100,95,3871,лаг,4386.6,4,3,0
39530,сложный,a,154.5,100,93,6265,лаг,4386.6,1,2,0
32066,предлагать,v,145.9,100,95,6446,лаг,4386.6,2,4,0
32069,предложение,s,134.5,100,94,5243,лаг,4386.6,2,3,0
32965,принадлежать,v,113.5,100,95,4410,лаг,4386.6,1,3,0
20760,налог,s,104.7,99,90,2549,лаг,4386.6,2,2,0
20762,налоговый,a,84.5,95,90,2082,лаг,4386.6,1,3,0
39526,сложиться,v,81.6,100,94,3865,лаг,4386.6,1,3,0
30234,полагать,v,81.4,100,96,3435,лаг,4386.6,1,3,0
36115,расположить,v,79.1,100,90,3560,лаг,4386.6,3,3,0
32123,предполагать,v,74.1,100,93,3530,лаг,4386.6,1,3,0
17569,лечь,v,63.5,100,94,2020,лаг,4386.6,4,3,0
30460,положительный,a,53.7,100,91,2744,лаг,4386.6,1,4,0
17837,логика,s,50.6,100,92,1921,лаг,4386.6,1,3,0
32128,предположить,v,46.9,100,95,2214,лаг,4386.6,1,3,0
11389,заложить,v,45.0,100,95,2362,лаг,4386.6,4,3,0
39529,сложность,s,42.6,100,91,2281,лаг,4386.6,1,2,0
29434,подлежать,v,40.8,99,76,1614,лаг,4386.6,1,3,0
30235,полагаться,v,40.5,100,95,1513,лаг,4386.6,1,3,0
39525,сложить,v,40.1,100,94,1576,лаг,4386.6,4,3,0
17865,ложиться,v,39.5,100,95,1573,лаг,4386.6,4,3,0
32124,предполагаться,v,34.8,99,92,2229,лаг,4386.6,1,3,0
30456,положенный,a,34.1,100,95,1631,лаг,4386.6,1,3,0
36108,располагаться,v,33.9,100,86,1477,лаг,4386.6,2,3,0
9405,доложить,v,32.4,98,93,922,лаг,4386.6,2,3,0
13070,изложить,v,30.1,100,93,1562,лаг,4386.6,2,3,0
36113,расположение,s,29.3,100,93,1445,лаг,4386.6,3,3,0
32125,предположение,s,28.8,100,92,1379,лаг,4386.6,1,3,0
36107,располагать,v,28.3,100,94,1675,лаг,4386.6,2,3,0
32892,приложение,s,28.2,96,84,1115,лаг,4386.6,3,3,0
4454,вложить,v,27.7,100,96,1639,лаг,4386.6,4,3,0
32067,предлагаться,v,26.9,99,92,1751,лаг,4386.6,1,3,0
32967,принадлежность,s,26.5,100,92,1396,лаг,4386.6,2,3,0
26133,отложить,v,26.1,100,96,1355,лаг,4386.6,3,3,0
32894,приложить,v,25.6,100,96,1261,лаг,4386.6,4,3,0
44429,уложить,v,24.4,99,93,1017,лаг,4386.6,4,3,0
17842,логический,a,22.4,100,84,925,лаг,4386.6,1,3,0
11384,залог,s,20.3,99,77,874,лаг,4386.6,2,3,0
11390,заложник,s,19.9,96,90,695,лаг,4386.6,5,1,0
3861,вести,v,280.3,100,98,7897,важ-2,4275.9,2,3,0
33831,производство,s,275.6,100,89,6484,важ-2,4275.9,2,3,0
33517,провести,v,222.0,100,95,8931,важ-2,4275.9,3,3,0
32541,привести,v,214.7,100,94,7716,важ-2,4275.9,3,3,0
33546,проводить,v,167.6,100,95,6915,важ-2,4275.9,3,3,0
10782,завод,s,164.0,100,93,3940,важ-2,4275.9,5,3,0
28971,повод,s,151.2,100,96,5611,важ-2,4275.9,2,3,0
33506,проведение,s,120.6,96,86,4826,важ-2,4275.9,1,3,0
5802,вывод,s,111.8,100,92,4509,важ-2,4275.9,2,3,0
28898,поведение,s,100.7,100,90,2962,важ-2,4275.9,3,3,0
32579,приводить,v,97.8,100,91,4253,важ-2,4275.9,2,4,0
33818,произведение,s,88.9,100,92,2466,важ-2,4275.9,2,3,0
27534,перевод,s,77.0,100,91,2577,важ-2,4275.9,3,3,0
3537,ввести,v,68.6,100,94,3428,важ-2,4275.9,3,3,0
33819,произвести,v,67.5,100,95,2951,важ-2,4275.9,2,3,0
33823,производить,v,66.5,100,94,3238,важ-2,4275.9,2,3,0
27527,перевести,v,66.4,100,97,2502,важ-2,4275.9,3,3,0
4611,водитель,s,65.9,99,94,1782,важ-2,4275.9,4,3,0
33830,производственный,a,56.0,99,89,2393,важ-2,4275.9,1,3,0
33820,производитель,s,53.5,91,90,2408,важ-2,4275.9,2,3,0
5791,вывести,v,53.4,100,97,2495,важ-2,4275.9,2,3,0
3527,введение,s,51.6,97,86,2463,важ-2,4275.9,3,3,0
3633,ведущий,a,50.4,98,92,2943,важ-2,4275.9,2,3,0
28939,повести,v,46.3,100,94,1568,важ-2,4275.9,1,3,0
3864,вестись,v,43.1,100,93,2581,важ-2,4275.9,4,3,0
4710,вождь,s,42.2,97,93,1069,важ-2,4275.9,3,3,0
10733,завести,v,41.5,99,95,1675,важ-2,4275.9,1,3,0
25854,отвести,v,40.6,100,95,1708,важ-2,4275.9,4,3,0
10705,заведение,s,39.6,100,93,1722,важ-2,4275.9,3,3,0
9209,довести,v,39.4,100,96,2043,важ-2,4275.9,2,3,0
40304,сопровождать,v,35.8,100,96,1599,важ-2,4275.9,2,3,0
29208,подвести,v,35.3,100,96,1880,важ-2,4275.9,2,2,0
33824,производиться,v,35.3,97,82,1750,важ-2,4275.9,1,3,0
4614,водить,v,34.7,98,88,1332,важ-2,4275.9,4,3,0
27535,переводить,v,32.0,99,96,1379,важ-2,4275.9,2,3,0
35285,развести,v,30.9,100,93,1216,важ-2,4275.9,4,2,0
33556,провожать,v,30.0,98,93,1090,важ-2,4275.9,2,3,0
38116,свести,v,29.7,100,96,1539,важ-2,4275.9,3,3,0
3542,вводить,v,27.1,100,91,1554,важ-2,4275.9,5,3,0
33544,провод,s,26.5,99,94,1056,важ-2,4275.9,3,3,0
5803,выводить,v,25.2,100,97,1401,важ-2,4275.9,2,3,0
38228,сводить,v,23.6,100,95,1222,важ-2,4275.9,3,3,0
27539,переводчик,s,23.3,100,91,792,важ-2,4275.9,3,2,0
35311,развод,s,22.1,99,92,807,важ-2,4275.9,1,3,0
38229,сводиться,v,22.0,99,92,1349,важ-2,4275.9,4,3,0
4028,взвод,s,21.1,96,84,467,важ-2,4275.9,4,3,0
40307,сопровождение,s,20.5,98,94,1089,важ-2,4275.9,3,3,0
40305,сопровождаться,v,20.3,100,89,1271,важ-2,4275.9,1,3,0
33821,производительность,s,20.1,84,86,832,важ-2,4275.9,1,4,0
20292,навести,v,18.1,100,96,1048,важ-2,4275.9,3,3,0
7349,год,s,3727.5,100,94,29477,год,4245.5,1,3,0
29072,погода,s,51.7,100,96,2085,год,4245.5,4,3,0
44053,угодно,adv,32.1,99,96,1478,год,4245.5,1,3,0
5837,выгодный,a,30.9,100,94,1945,год,4245.5,2,4,0
7358,годовой,a,25.7,99,90,1408,год,4245.5,1,3,0
7353,годиться,v,25.5,99,95,1165,год,4245.5,1,3,0
29074,погодить,v,20.7,86,88,658,год,4245.5,1,3,0
5834,выгода,s,20.6,100,95,1188,год,4245.5,2,4,0
32644,пригодиться,v,19.8,99,96,1053,год,4245.5,1,4,0
44047,угодить,v,16.9,96,94,865,год,4245.5,3,4,0
31884,право,s,461.4,100,87,9036,прав,3998.4,1,4,0
31875,правительство,s,277.7,100,90,7236,прав,3998.4,2,3,0
31869,правило,s,258.8,100,91,7928,прав,3998.4,1,3,0
44720,управление,s,256.5,100,91,7225,прав,3998.4,1,3,0
31856,правда,adv,252.4,100,97,7655,прав,3998.4,1,4,0
31926,правый,a,210.4,100,96,4655,прав,3998.4,2,3,0
20933,направление,s,179.2,100,92,6394,прав,3998.4,3,3,0
20931,направить,v,109.9,100,92,4864,прав,3998.4,3,3,0
31870,правильно,adv,94.7,100,96,3327,прав,3998.4,1,4,0
31872,правильный,a,92.4,100,97,3846,прав,3998.4,1,4,0
26294,отправиться,v,78.2,100,95,2485,прав,3998.4,3,3,0
31891,правовой,a,71.2,88,81,1895,прав,3998.4,1,3,0
26293,отправить,v,69.3,100,96,2494,прав,3998.4,3,3,0
40832,справиться,v,43.2,100,96,2068,прав,3998.4,2,4,0
40829,справедливость,s,42.4,100,94,1828,прав,3998.4,1,5,0
40833,справка,s,39.5,100,94,1709,прав,3998.4,3,3,0
44724,управлять,v,38.9,100,95,2114,прав,3998.4,2,3,0
5310,вправе,adv,38.7,99,65,1247,прав,3998.4,1,4,0
30966,поправка,s,36.0,100,90,1641,прав,3998.4,2,3,0
31880,правление,s,35.4,99,92,1606,прав,3998.4,2,3,0
40827,справа,adv,34.4,100,94,1258,прав,3998.4,2,3,0
40830,справедливый,a,33.9,100,96,1810,прав,3998.4,2,5,0
20932,направиться,v,31.4,97,90,907,прав,3998.4,3,3,0
31874,правительственный,a,31.2,98,91,1694,прав,3998.4,1,3,0
26298,отправляться,v,29.6,100,96,1495,прав,3998.4,3,3,0
22500,неправильный,a,26.6,100,95,1432,прав,3998.4,1,2,0
30964,поправить,v,25.3,98,92,1055,прав,3998.4,3,4,0
25212,оправдать,v,24.6,100,96,1440,прав,3998.4,2,4,0
20938,направляться,v,24.5,99,91,1240,прав,3998.4,3,3,0
20937,направлять,v,23.7,100,92,1415,прав,3998.4,3,3,0
26297,отправлять,v,22.7,100,96,1220,прав,3998.4,3,3,0
44726,управляющий,a,22.5,90,89,805,прав,3998.4,2,3,0
22494,неправда,s,18.6,97,91,920,прав,3998.4,1,2,0
13927,исправить,v,18.5,100,96,1103,прав,3998.4,3,4,0
20942,направо,adv,18.3,100,94,886,прав,3998.4,3,3,0
31877,править,v,18.0,99,95,955,прав,3998.4,2,3,0
35187,раз,s,1131.8,100,97,16783,раж-1,3908.2,1,3,0
40904,сразу,adv,486.0,100,96,9199,раж-1,3908.2,1,3,0
24071,образ,s,445.9,100,93,11471,раж-1,3908.2,3,3,0
24077,образование,s,188.9,100,90,5516,раж-1,3908.2,2,4,0
6234,выражение,s,106.4,100,96,3127,раж-1,3908.2,2,3,0
24072,образец,s,82.1,100,89,3129,раж-1,3908.2,4,3,0
6242,выразить,v,57.7,100,94,2715,раж-1,3908.2,2,3,0
13153,изображение,s,52.7,100,88,1676,раж-1,3908.2,4,3,0
31044,поразить,v,49.9,100,96,1900,раж-1,3908.2,3,2,0
31038,поражение,s,45.9,100,93,1905,раж-1,3908.2,3,1,0
24083,образоваться,v,42.1,100,91,1980,раж-1,3908.2,1,3,0
26332,отражать,v,41.1,100,88,2122,раж-1,3908.2,3,3,0
6232,выражать,v,40.0,100,95,1842,раж-1,3908.2,2,3,0
40239,соображение,s,36.3,100,96,1724,раж-1,3908.2,1,3,0
13155,изобразить,v,35.3,99,88,1309,раж-1,3908.2,4,3,0
4857,возразить,v,34.9,98,92,1153,раж-1,3908.2,2,2,0
24084,образовывать,v,34.8,97,79,1368,раж-1,3908.2,2,3,0
26334,отражение,s,34.8,100,91,1639,раж-1,3908.2,4,3,0
13151,изображать,v,34.2,100,96,1325,раж-1,3908.2,4,3,0
4998,воображение,s,33.1,99,95,1284,раж-1,3908.2,3,4,0
32331,преобразование,s,33.1,92,85,1341,раж-1,3908.2,2,3,0
40242,сообразить,v,32.9,97,91,995,раж-1,3908.2,1,4,0
6233,выражаться,v,30.4,100,95,1537,раж-1,3908.2,1,3,0
4855,возражать,v,30.2,99,95,1256,раж-1,3908.2,2,2,0
31035,поражать,v,24.6,100,95,1285,раж-1,3908.2,3,2,0
24082,образовать,v,21.4,100,89,1169,раж-1,3908.2,2,3,0
40238,соображать,v,21.0,95,91,801,раж-1,3908.2,1,3,0
6243,выразиться,v,20.1,100,96,1088,раж-1,3908.2,1,3,0
35713,разом,adv,19.7,95,91,772,раж-1,3908.2,1,3,0
24081,образовательный,a,19.6,75,85,775,раж-1,3908.2,1,4,0
24080,образованный,a,19.4,100,95,992,раж-1,3908.2,3,5,0
26333,отражаться,v,19.4,100,95,1131,раж-1,3908.2,3,4,0
31043,поразительный,a,19.2,99,95,929,раж-1,3908.2,4,4,0
10482,жизнь,s,1389.8,100,96,14894,жи,3660.6,5,4,0
10526,жить,v,725.5,100,96,10085,жи,3660.6,3,3,0
10425,живой,a,284.0,100,95,5736,жи,3660.6,5,3,0
10443,животное,s,95.9,100,91,2329,жи,3660.6,2,3,0
10517,житель,s,94.9,100,94,4129,жи,3660.6,4,4,0
10435,живот,s,65.6,99,92,1567,жи,3660.6,2,4,0
33780,прожить,v,64.2,100,95,2258,жи,3660.6,3,2,0
10500,жилье,s,61.1,100,92,2062,жи,3660.6,3,3,0
10470,жизненный,a,55.1,100,94,2329,жи,3660.6,3,3,0
27666,переживать,v,51.6,100,95,2182,жи,3660.6,3,4,0
27671,пережить,v,48.9,100,95,2034,жи,3660.6,1,3,0
29955,пожилой,a,47.1,100,94,1591,жи,3660.6,3,3,0
10496,жилой,a,37.8,100,88,1581,жи,3660.6,1,3,0
33775,проживать,v,35.4,100,92,1861,жи,3660.6,4,3,0
5936,выжить,v,28.6,99,95,1424,жи,3660.6,2,3,0
27665,переживание,s,27.9,100,89,1076,жи,3660.6,2,3,0
10493,жилищный,a,23.2,96,90,915,жи,3660.6,1,3,0
10487,жилец,s,20.4,100,93,848,жи,3660.6,2,4,0
10444,животный,a,19.8,99,71,697,жи,3660.6,1,4,0
9275,дожить,v,18.2,100,95,935,жи,3660.6,2,3,0
10519,жительство,s,18.1,99,75,811,жи,3660.6,3,3,0
4179,видеть,v,818.2,100,96,9914,вид,3210.8,4,3,0
4156,вид,s,620.1,100,94,13140,вид,3210.8,1,3,0
43957,увидеть,v,452.4,100,95,6969,вид,3210.8,1,3,0
4188,видно,adv,155.2,100,95,4006,вид,3210.8,1,3,0
4182,видимо,adv,136.4,100,96,4094,вид,3210.8,2,4,0
38178,свидетельствовать,v,68.8,100,89,3296,вид,3210.8,4,3,0
4189,видный,a,63.5,100,97,2398,вид,3210.8,2,3,0
38174,свидетель,s,55.7,100,92,1774,вид,3210.8,2,3,0
38177,свидетельство,s,45.1,100,91,2030,вид,3210.8,3,4,0
22184,ненавидеть,v,44.1,98,94,1440,вид,3210.8,2,1,0
22188,ненависть,s,43.3,100,94,1437,вид,3210.8,2,1,0
38170,свидание,s,37.8,100,93,1159,вид,3210.8,4,4,0
28955,по-видимому,adv,37.1,100,92,1395,вид,3210.8,1,3,0
21579,невидимый,a,34.1,96,93,1294,вид,3210.8,2,3,0
4180,видеться,v,33.0,100,96,1371,вид,3210.8,1,3,0
4159,видать,v,28.6,98,92,1127,вид,3210.8,2,3,0
4161,видение,s,27.0,99,93,1196,вид,3210.8,3,3,0
10766,зависть,s,23.2,99,95,1027,вид,3210.8,2,1,0
10751,завидовать,v,21.6,98,94,963,вид,3210.8,2,2,0
4184,видимость,s,19.5,100,95,1168,вид,3210.8,2,3,0
7336,говорить,v,1755.0,100,96,17120,говар,3110.9,2,3,0
35373,разговор,s,278.3,100,96,5117,говар,3110.9,3,3,0
9242,договор,s,172.8,100,73,3254,говар,3110.9,2,3,0
35372,разговаривать,v,95.4,100,94,2375,говар,3110.9,3,3,0
29070,поговорить,v,83.3,99,94,2316,говар,3110.9,3,3,0
7337,говориться,v,77.3,100,95,3331,говар,3110.9,1,3,0
27585,переговоры,s,71.1,100,90,2572,говар,3110.9,2,3,0
10890,заговорить,v,57.5,98,92,1712,говар,3110.9,3,3,0
9245,договориться,v,54.8,100,95,2198,говар,3110.9,2,4,0
7341,говорят,adv,52.6,99,95,2239,говар,3110.9,1,3,0
33605,проговорить,v,42.1,90,86,671,говар,3110.9,2,3,0
32642,приговор,s,38.7,99,83,1190,говар,3110.9,3,1,0
44042,уговаривать,v,21.8,98,95,926,говар,3110.9,2,3,0
44044,уговорить,v,18.4,97,94,833,говар,3110.9,2,4,0
9243,договоренность,s,18.2,99,87,1036,говар,3110.9,2,4,0
46895,человек,s,2723.0,100,97,20423,человек,3056.2,4,3,0
46904,человеческий,a,199.3,100,92,4579,человек,3056.2,1,3,0
46905,человечество,s,68.6,100,93,2114,человек,3056.2,2,3,0
46902,человечек,s,14.4,97,88,516,человек,3056.2,4,4,0
31728,по-человечески,adv,9.9,95,94,614,человек,3056.2,1,4,0
23117,нечеловеческий,a,7.5,91,93,446,человек,3056.2,2,1,0
46908,человечность,s,4.4,81,90,254,человек,3056.2,1,5,0
46906,человечий,a,3.5,74,86,186,человек,3056.2,2,3,0
46909,человечный,a,3.5,85,90,241,человек,3056.2,1,5,0
2220,бесчеловечный,a,2.9,84,91,199,человек,3056.2,1,1,0
15762,конечно,adv,647.3,100,96,11266,кан,3021.6,1,3,0
15761,конец,s,634.7,100,98,11758,кан,3021.6,3,2,0
11252,закон,s,433.4,100,90,8195,кан,3021.6,2,3,0
20684,наконец,adv,265.9,100,96,6160,кан,3021.6,1,4,0
11273,закончить,v,89.2,100,97,3148,кан,3021.6,2,2,0
16018,кончиться,v,82.0,99,94,2166,кан,3021.6,2,3,0
24867,окончательно,adv,63.2,100,96,2693,кан,3021.6,2,3,0
24866,окончание,s,58.9,100,93,2894,кан,3021.6,1,3,0
11274,закончиться,v,57.7,100,95,2769,кан,3021.6,2,3,0
15764,конечный,a,56.2,100,90,2734,кан,3021.6,1,3,0
2036,бесконечный,a,48.7,100,96,1903,кан,3021.6,1,4,0
11256,законный,a,46.7,100,84,1875,кан,3021.6,2,3,0
24870,окончить,v,36.4,100,93,1630,кан,3021.6,1,3,0
24869,окончательный,a,35.6,100,94,2177,кан,3021.6,2,3,0
16017,кончить,v,29.8,98,93,1026,кан,3021.6,1,3,0
16013,кончаться,v,29.5,99,95,1281,кан,3021.6,1,3,0
21917,незаконный,a,28.7,98,85,1284,кан,3021.6,1,1,0
11181,заканчиваться,v,28.1,100,94,1663,кан,3021.6,2,3,0
2034,бесконечно,adv,23.9,99,94,1093,кан,3021.6,1,3,0
11180,заканчивать,v,22.9,100,95,1283,кан,3021.6,3,3,0
16012,кончать,v,22.6,100,94,1013,кан,3021.6,2,2,0
30155,покончить,v,20.5,100,95,971,кан,3021.6,2,1,0
16015,кончик,s,19.8,97,88,757,кан,3021.6,4,3,0
2753,большой,a,944.4,100,97,17589,бол-2,2905.7,3,3,0
2701,более,adv,706.2,100,95,16514,бол-2,2905.7,1,3,0
2740,больше,adv,415.3,100,97,8693,бол-2,2905.7,1,3,0
21516,небольшой,a,196.6,100,96,6721,бол-2,2905.7,2,3,0
2752,большинство,s,176.1,100,93,7491,бол-2,2905.7,1,3,0
20593,наиболее,adv,167.2,100,90,6900,бол-2,2905.7,1,3,0
2751,больший,a,128.9,100,95,5679,бол-2,2905.7,1,3,0
2742,большевик,s,32.6,99,91,763,бол-2,2905.7,3,3,0
20594,наибольший,a,32.5,99,88,2038,бол-2,2905.7,1,3,0
2743,большевистский,a,9.2,90,89,330,бол-2,2905.7,2,3,0
2912,брать,v,226.3,100,96,5836,бер,2792.9,3,3,0
39901,собираться,v,192.6,100,96,5778,бер,2792.9,2,3,0
5752,выбор,s,122.0,100,93,4950,бер,2792.9,3,3,0
5759,выборы,s,117.7,98,89,3025,бер,2792.9,2,3,0
39924,собрание,s,109.9,100,90,3325,бер,2792.9,3,3,0
5764,выбрать,v,107.9,100,96,4748,бер,2792.9,2,3,0
39928,собрать,v,101.6,100,97,4132,бер,2792.9,3,3,0
39929,собраться,v,94.5,100,96,3266,бер,2792.9,2,3,0
39900,собирать,v,75.1,100,97,3090,бер,2792.9,2,4,0
5746,выбирать,v,65.2,100,97,3122,бер,2792.9,3,3,0
37974,сбор,s,61.3,100,91,2615,бер,2792.9,4,3,0
35691,разобраться,v,60.1,100,96,2475,бер,2792.9,4,3,0
20244,набор,s,53.5,100,90,2598,бер,2792.9,2,4,0
32505,прибор,s,49.7,100,92,1641,бер,2792.9,2,3,0
9138,добраться,v,49.6,100,94,1719,бер,2792.9,4,3,0
10643,забор,s,48.3,99,92,1380,бер,2792.9,3,3,0
10659,забрать,v,47.9,100,94,1647,бер,2792.9,2,3,0
43892,убрать,v,47.0,100,95,1819,бер,2792.9,4,4,0
39921,собор,s,45.8,99,86,996,бер,2792.9,2,3,0
20249,набрать,v,43.7,100,95,1845,бер,2792.9,4,3,0
12925,избрать,v,41.6,100,93,1993,бер,2792.9,5,3,0
29538,подобрать,v,34.9,100,96,1681,бер,2792.9,4,3,0
12912,избирательный,a,33.5,87,87,1125,бер,2792.9,4,3,0
2913,браться,v,33.3,100,97,1780,бер,2792.9,4,3,0
35204,разбираться,v,32.3,100,96,1523,бер,2792.9,2,3,0
37977,сборная,s,30.4,84,85,647,бер,2792.9,2,3,0
37978,сборник,s,29.9,99,92,1112,бер,2792.9,3,4,0
5765,выбраться,v,29.2,99,92,1048,бер,2792.9,3,3,0
26219,отобрать,v,28.8,100,96,1434,бер,2792.9,4,4,0
12909,избиратель,s,28.6,85,89,1077,бер,2792.9,3,3,0
20225,набирать,v,27.3,100,96,1442,бер,2792.9,3,3,0
35690,разобрать,v,26.8,100,95,1232,бер,2792.9,4,3,0
32051,предвыборный,a,24.6,81,89,1146,бер,2792.9,2,3,0
25805,отбор,s,22.4,99,90,1130,бер,2792.9,2,3,0
10614,забирать,v,21.8,99,95,1063,бер,2792.9,3,3,0
43864,убирать,v,20.0,100,95,1073,бер,2792.9,4,4,0
35203,разбирать,v,18.5,100,96,983,бер,2792.9,4,3,0
35048,работа,s,1058.3,100,95,18222,раб,2784.6,3,3,0
35049,работать,v,611.2,100,96,13409,раб,2784.6,3,3,0
