root,IPM
гаеч,6.4
газ,182.8
газель,3.4
газет,266.2
газик,4.1
газон,14.8
газпром,0.6
гаи,6.6
гай,0.6
гайдамак,0.4
гайдар,1.0
гайдук,1.0
гаймор,0.6
гак,2.2
гал,108.1
гала,0.8
галакт,0.5
галактик,16.3
галант,2.1
галантер,0.8
галантере,0.5
галантн,2.5
галд,4.5
галер,3.9
галере,23.2
галет,0.7
галеч,6.1
галилей,2.3
галимать,1.1
галифе,3.2
галк,11.6
галл,1.4
галлон,0.5
галлюцин,5.5
галоген,0.4
галоп,2.5
галош,8.3
галс,0.4
галстук,28.5
галун,0.7
галуш,0.4
гальван,0.9
гальтер,2.7
гальюн,1.1
гам,2.8
гамак,2.9
гамбит,0.4
гамбург,1.8
гамбургер,1.9
гамлет,1.1
гамм,11.8
ган,439.0
гангрен,1.4
гангстер,2.8
ганновер,0.5
гантел,1.3
гар,559.1
гараж,28.5
гарант,89.3
гарбуз,0.6
гарвард,1.1
гард,13.9
гардемарин,0.4
гардероб,11.8
гардин,1.1
гарем,3.0
гарк,3.9
гармон,45.0
гармош,6.0
гарнизон,12.0
гарнир,2.1
гарнитур,2.7
гарпи,0.4
гарпун,0.8
гарсон,0.5
гарцева,1.3
гас,71.1
гаскон,0.5
гастарбайтер,1.1
гастр,1.2
гастрол,30.1
гастроль,3.2
гастроном,7.7
гат,0.5
гатчин,0.5
гаубиц,1.5
гауляйтер,0.4
гауптвахт,2.4
гаусс,0.8
гашиш,1.3
гащ,364.1
гвалт,1.7
гварде,7.1
гвардей,7.2
гварди,13.0
гвожд,35.5
где,12.6
геб,0.4
гегель,0.5
гегемон,1.8
гедон,1.0
геенн,0.5
гей,4.3
гейзер,1.0
гейм,1.1
гейш,1.2
гекза,0.5
гекса,0.5
гексоген,0.8
гектар,11.4
гел,3.1
гель,9.4
гем,10.4
геморрой,2.2
ген,133.4
генацвале,0.7
гендер,1.4
гендрик,0.4
генеалог,1.1
генеалоги,1.1
генез,3.4
генер,21.8
генерал,169.7
генераль,106.8
генератор,0.4
генет,23.5
гени,35.6
гений,39.2
генит,0.4
генитал,5.4
генуэз,0.6
гео,137.0
геодез,1.8
геологический,0.4
георги,3.7
георгин,1.7
гепард,1.2
гепарин,0.5
гепат,14.9
геральдик,0.6
геральдич,1.0
герань,2.1
герб,10.9
гербалайф,0.5
геркулес,2.1
герман,31.5
гермафродит,0.6
герменевт,0.6
гермет,6.4
геро(j),233.8
героин,5.9
герольд,0.6
герпес,4.9
герпет,1.7
герр,2.5
герц,2.7
герцог,8.6
гестап,9.2
гет,0.4
гетер,5.1
гетман,1.8
гетто,6.2
гефсиман,1.5
гешефт,0.5
гжель,0.4
гиалурон,0.4
гиацинт,0.7
гиббон,0.4
гибрид,8.6
гибридом,0.7
гигант,47.0
гигиен,8.8
гид,4.6
гидр,22.4
гидравл,5.9
гидрат,0.9
гидроксил,1.1
гиен,1.2
гик,1.1
гильди,3.2
гильз,5.2
гильотин,1.5
гималай,1.3
гимн,15.8
гимназ,7.4
гимнази,14.5
гимнаст,13.6
гимнастерк,12.9
гинек,1.5
гинеко,4.7
гип,0.4
гипербол,1.6
гиперборей,0.4
гипертони,2.2
гипноз,4.8
гипнот,5.5
гипнотиз,1.5
гипо,1.1
гипотез,19.9
гипотенуз,0.5
гипотет,4.9
гипофиз,0.7
гиппокамп,0.4
гипс,10.8
гир,5.4
гирлянд,3.9
гиро,0.5
гиссар,0.5
гисто,4.1
гит,0.9
гитар,27.7
гитлер,10.8
гитлеров,0.8
глав,1902.6
глагол,17.8
глад,2.5
глад-1,95.6
глад-2,102.3
гладиатор,2.2
гладиолус,1.4
гладк,7.1
глаз,931.3
глазур,1.1
гламур,1.0
гланд,0.9
глас,1237.7
глат,98.1
глаук,0.4
глеб,1.3
глик,3.1
гликозил,0.4
глин,37.6
глинт,0.5
глист,1.2
глицер,1.2
глицерин,0.7
глицин,0.4
глобал,44.1
глобин,1.8
глобул,0.4
глобулин,2.2
глобус,5.5
глох,134.7
глуб,375.8
глубок,3.3
глум,4.7
глуп,125.4
глыб,8.5
глюк,2.0
глюкоз,2.5
глюч,0.4
гля,1253.1
глянец,1.7
глянц,6.2
гна,36.6
гнев,46.7
гнед,1.2
гнезд,26.5
гнездников,0.5
гнес,26.8
гнесин,0.5
гнид,2.7
гнил,0.4
гном,5.7
гносе,1.3
гност,0.4
гну,1.7
гнус,1.6
гнус-1,13.8
гнус-2,1.9
гнусав,0.6
го,17.3
го(j),3.6
гобелен,2.4
гоблин,1.4
гобой,0.8
гов,0.7
говар,3110.9
говн,9.7
говяд,7.2
гоголь,6.3
гогот,3.8
гогул,1.0
год,4245.5
голан,0.6
голен,0.5
голиаф,0.6
голим,0.4
голицын,0.4
голкипер,1.0
голланд,15.8
голливуд,6.3
голо,1.4
головин,0.5
голодран,0.5
голуб,121.7
гольф,4.9
гомель,1.1
гомео,2.9
гомер,1.2
гоминид,0.5
гоминьдан,0.4
гомо,15.0
гомон,9.8
гонг,1.2
гондол,1.7
гондон,0.4
гонконг,1.1
гонор,1.3
гонорар,13.3
гоноре,1.1
гончар,2.3
гоп,1.1
гопак,0.6
гор,6.1
гор-1,251.6
гораж,1478.2
горазд,110.8
горб,25.7
горбачев,2.1
горгон,0.6
горд,123.0
горизонт,51.4
горилк,0.9
горилл,1.8
горл,69.3
гормон,14.2
горн,0.7
горноста(j),0.5
гороскоп,3.5
горох,15.5
горош-2,1.7
горст,13.4
гортан,5.3
гортензи,2.5
горш-1,18.8
горьк,3.9
горяч,21.3
гос,31.4
госпитал,41.9
господ,265.6
государ,773.7
государств,0.9
гот,7.4
готав,865.2
гофр,1.3
гра(j),2.3
граб-1,194.0
граб-2,0.7
грав,8.8
гравий,6.1
гравир,1.0
гравит,7.9
град-2,12.4
градаци,2.2
градиент,3.9
градус,37.2
грам,37.4
грамм,61.3
граммат,10.7
грамот,57.5
гран,446.7
гранат,24.0
гранд,0.7
грандиоз,21.2
гранит,12.0
гранич,0.8
гранпри,4.6
грант,8.6
гранул,2.4
грасс,0.9
граф,314.6
графин,8.7
графит,1.5
граффити,0.8
граци,3.4
грациоз,3.5
гре,103.4
грез,10.7
грей,7.4
грейдер,0.7
грейпфрут,0.6
грек,57.2
грем,447.2
гренадер,1.2
гренк,0.7
гресс,10.8
гресси,0.5
грех,121.3
гриб,49.7
грибоедов,0.5
грив,12.8
григориан,0.5
гриль,1.4
грим,17.7
гримас,9.3
грипп,31.3
гриф,6.5
грифель,1.1
грифон,0.6
гроднен,1.4
грож,214.9
грозд,3.7
грозн,1.1
громад,55.6
громк,67.1
гросс,7.4
гроссбух,0.4
грот,3.2
гротеск,3.4
грох,43.6
грош,10.3
груб,82.7
груд-1,165.5
груд-2,13.6
груж,294.1
грузд,1.2
грузин,39.5
грузн,2.4
грунт,22.9
групп,436.2
груст,80.7
груш,11.8
грушин,0.7
грыж,36.8
гря,33.8
гряд-1,14.5
гряз,134.7
гуашь,1.0
губ,2.4
губ-1,37.1
губ-2,158.5
губ-3,11.3
губерн,84.0
губерни,14.7
гуверн,1.5
гувернер,0.7
гугу,1.0
гуд,42.3
гудрон,0.5
гуж,2.6
гуз,1.2
гул-1,155.9
гул-2,0.6
гул-3,23.5
гулаг,0.5
гулк,5.7
гулливер,1.6
гуль,0.5
гульден,0.6
гуляш,0.6
гуман,40.7
гуманитар,1.9
гуманоид,0.7
гумен,1.2
гуморал,2.1
гумус,0.5
гундос,0.4
гунн,1.4
гурзуф,0.5
гури,0.4
гурман,2.4
гурт,0.8
гуру,2.0
гурьб,1.5
гус,21.3
гусар,7.4
гусел,0.9
гусениц,13.1
густ,92.4
гуталин,1.3
гуттаперч,0.7
гэ,0.7
гэб,1.5
гэдээр,0.5
гэкачеп,0.4
да,7.9
да-1,4479.3
да-2,13.3
да-3,4.7
дабр,440.7
дав-1,236.5
дав-2,525.3
давеч,2.9
давл,1.4
давн,0.6
дагерротип,0.5
дагестан,4.0
дайвинг,0.9
дайджест,0.6
дайк,0.6
дактиль,0.5
дал,1174.2
далай,0.9
далб,12.0
далек,29.2
далж,1325.0
дальн,3.5
дальновид,0.5
дальтон,0.5
дам,102.8
дамас,0.5
дамб,3.7
дамокл,1.0
дан,3.6
данилов,0.9
дант,1.5
даос,1.8
дар,35.3
дарвин,1.5
дарм,1.0
дартс,0.4
дат,64.8
даун,0.9
даур,0.4
дв,307.8
двер,502.9
дви,885.9
двор,319.9
де-факто,2.0
де-юре,1.0
де(j),5985.7
дебаркадер,1.5
дебат,4.4
дебел,0.5
дебет,0.9
дебил,3.1
дебиль,0.7
дебит,4.3
дебош,1.4
дебр,3.6
дебют,15.4
дев,553.9
девелопер,0.7
девелопмент,0.4
девер,0.6
девиант,1.0
девиаци,0.6
девиз,8.0
девич,3.4
девств,0.5
девчон,0.7
девяност,0.4
девят,11.3
дегот,4.1
деград,2.4
деградаци,5.8
дегуст,3.0
дед,177.7
дедукц,1.5
дееспособ,3.1
дежур,74.3
дез,3.4
дезаву,0.8
дезертир,6.3
деисус,0.5
действ,81.6
дейтер,0.4
дек,0.8
декабр,105.1
декад,5.6
декадент,1.3
декан,6.0
декарт,1.4
деклам,5.5
деклар,24.9
деко,0.7
декольте,1.8
декор,45.5
декрет,5.5
дел,1975.2
делег,40.8
делеци,0.5
деликатес,5.1
деликатн,20.6
дельт,3.8
дельфин,8.1
демагог,5.5
демарк,1.0
демарш,2.1
дембель,2.0
деменц,0.5
деми,1.0
демидов,0.6
демиург,0.7
демограф,12.6
демократ,1.5
демон,13.9
демонстр,99.5
демпинг,1.4
демпингов,1.1
ден,1412.2
денди,1.5
денеж,589.3
деникин,1.1
день,1.5
департамент,34.1
депеш,2.0
депо,8.5
депозит,7.7
депозитар,0.6
депон,1.1
депопуляц,0.9
депорт,4.2
депресс,13.7
депутат,120.2
депутац,0.5
дер,289.7
дерби,0.7
дервиш,0.5
дерев-1,163.6
дерев-2,301.9
дерен,0.5
держ,1352.4
держав,0.9
дерз,23.0
дерибасов,0.5
дерм,4.1
дерматолог,0.7
дерн,2.9
дерьм,0.9
десант,20.6
дёсен,3.6
десерт,4.7
дескать,26.1
десн-2,2.0
деспот,4.8
деструкт,1.9
деструкци,1.1
десят,202.1
дет,378.6
детал,3.1
деталь,92.6
детек,1.2
детект,2.7
детектив,15.4
детермин,7.2
детон,2.9
дефек,0.4
дефект,14.9
дефил,1.3
дефиниц,1.4
дефис,0.5
дефицит,29.7
дефлектор,0.5
дефляц,0.5
дефолт,5.5
деци,1.2
дешев,13.7
дешевенький,1.1
дешево,4.9
дешевый,60.1
дешин,1.1
деятель,9.3
джаз,20.5
джакузи,1.6
джезва,0.4
джем,1.7
джемпер,1.1
джентльмен,11.5
джерси,0.5
джигит,1.4
джин,4.0
джинн,3.1
джинс,23.0
джип,14.7
джиу-джитсу,0.9
джихад,1.8
джойстик,0.7
джокер,0.6
джонк,0.5
джунгл,8.2
дзен,1.4
дзержин,0.8
дзот,0.7
дзю-дзюцу,0.4
дзюдо,2.6
диабет,4.9
диагноз,18.9
диагност,25.5
диагональ,5.3
диаграмм,8.6
диадем,0.8
диакон,4.2
диалект,12.7
диализ,0.4
диалог,40.2
диамат,0.6
диаметр,27.1
диапазон,19.7
диапозитив,0.6
диар,0.8
диаспор,5.1
диатез,0.7
диафрагм,2.8
див,410.5
дива,1.7
диван,67.2
дивеев,0.7
диверс,6.6
диверси,8.1
дивертисмент,0.7
дивиденд,6.1
дивизи,46.6
дивчин,1.4
диггер,0.9
дидакт,2.0
диджей,1.3
диет,12.0
дизайн,40.9
дизель,13.4
дизентери,1.2
дизъюнкц,0.4
дик,105.5
дикобраз,0.5
дикт,59.0
дикц,1.4
дикци,11.0
дилат,0.5
дилемм,2.9
дилер,18.3
дилетант,6.7
дилижанс,0.8
дим,1.5
димедрол,0.6
димер,0.4
динам,95.2
динамик,0.5
динамит,1.6
динамич,2.0
динар,0.5
династ,0.8
династи,6.4
динго,0.5
дино,3.1
диод,1.0
дионис,0.4
диоптр,0.5
дип,0.4
дипл,0.5
диплом,33.7
дипломат,42.9
дирек,250.7
директ,3.1
директив,7.8
директор,1.2
дириж,21.3
дирижабль,2.0
диск,41.6
дискант,0.6
диско,0.7
дисконт,1.3
дискредит,6.6
дискретн,5.0
дискримин,7.0
дискурс,5.0
дискусси,37.2
дискут,1.4
дискутироваться,0.4
дислок,4.4
дислоц,2.6
диснеевский,0.5
диспансер,2.9
дисперс,3.0
дисперси,4.4
диспетчер,11.6
дисплей,4.7
диспозит,1.6
диспозици,1.5
диспут,3.6
диссерт,23.5
диссидент,11.2
диссип,1.6
дистал,5.6
дистанц,29.7
дистилл,1.3
дистрибут,0.4
дистрибуц,1.0
дистрибьют,3.3
дисциплин,44.4
дите,2.8
дитенок,0.4
дифирамб,0.9
дифракци,1.6
дифференц,7.6
дифференци,15.2
диффуз,1.5
диффузи,3.2
дих,0.8
дл,491.4
длань,1.3
длин,1.3
дм,5.9
дмитриев,0.5
дмитров,2.5
дн-2,166.1
днев,0.4
днепр,2.0
днесь,0.6
до,0.8
доб,537.1
доберман,0.5
добл,9.7
добродетель,9.9
добы,2.4
добыв,2.0
добыва,0.4
довлатов,1.0
довлетвор,59.0
довольств,0.9
дог,2.7
догм,8.8
догмат,4.2
додж,0.7
дож,0.5
дожд,100.6
доз,26.0
дозвол,1.4
дозн,3.6
док,7.9
докер,0.5
доктор,153.8
доктрин,10.9
документ,265.5
дол,0.6
дол-1,215.2
долбай,0.6
долг,0.6
долг-1,1010.9
долдон,0.5
доллар,188.4
долот,1.5
доль,0.5
дольмен,1.0
дом,1296.3
домек,2.2
домен,4.9
домин,20.0
доминик,1.6
домино,3.4
домкрат,1.3
домн,1.0
домодедов,0.7
донк,0.4
донн,1.6
донор,10.1
доня,0.5
допинг,3.2
допингов,0.6
допуст,4.7
дорог,2.7
дорог-1,251.6
дорог-2,657.2
дорогомил,0.6
доск,79.5
досоч,0.6
доспех,0.5
дост,10.1
достат,244.9
достаточ,5.2
достовер,20.6
достоверн,37.7
достоев,0.4
достоин,0.4
доступ,1.8
досуг,16.9
досье,5.1
дот,1.2
дотац,6.2
дотир,0.5
дох,248.2
дохл,0.8
доходить,30.4
доходчиво,1.7
дохристианский,0.8
доцент,11.7
доч,218.5
дра,4.0
драг,147.9
драглайн,0.4
драгоцен,34.1
драгун,0.9
драж,11.9
драж-1,83.8
драже,0.5
драй,0.6
драйв,2.4
драйвер,0.7
дракон,18.8
драм,58.2
драмат,7.0
драматург,15.2
драндулет,0.5
драп,4.4
дратв,0.5
драфт,0.6
драхм,0.6
дребеден,1.7
дребезг,10.9
древ-2,122.9
дредноут,0.5
дрезден,0.5
дрезин,1.2
дрейф,5.5
дрель,1.4
дрем,38.4
дрен,3.7
дресс,8.7
дрип,0.7
дроб,103.0
дров,30.0
дрог-2,0.9
дрожд,5.6
дрозд,6.1
дрозофил,0.8
дрок,0.4
дром,24.8
дроссель,0.4
дротик,0.8
дроф,0.4
дроч,0.9
друг,1701.3
друж,6.8
друж-2,5.2
дружеск,1.9
друид,0.5
друч,7.8
дрыг,1.3
дрызг,1.3
дрын,0.4
дрых,2.5
дряб,2.3
дряг,1.7
дрязг,1.1
дрян,14.3
дрях,5.4
ду,102.0
дуал,1.6
дуб,51.6
дубл,0.6
дубликат,1.6
дубль,11.1
дубн,6.2
дувал,0.5
дуг,15.7
дуд,6.7
дудаев,1.5
дукат,0.5
дул,0.9
дум,1612.9
дума,0.7
дунай,0.6
дупл,2.6
дур,227.9
дурман,4.2
дуршлаг,1.2
дуст,0.5
дут,0.5
дух,1156.0
духар,0.6
дуче,0.4
душ,8.3
душ-2,19.5
душман,1.2
дуэл,0.8
дуэль,9.7
дуэт,9.3
